credit_amount,Country,gender,Age,Balance,annual_income,churn
634,Spain,Female,36,0,143960.72,0
622,France,Male,29,101486.96,8788.35,0
699,Germany,Male,36,123601.56,103557.85,0
570,Germany,Male,38,127201.58,147168.28,1
552,Germany,Male,33,144962.74,58844.84,1
619,France,Female,48,0,18094.96,1
714,Spain,Male,33,122017.19,162515.17,0
503,Spain,Male,32,100262.88,157921.25,0
685,Spain,Female,43,117302.62,68701.73,0
606,France,Female,35,135984.15,186778.89,0
678,France,Male,38,0,66561.6,0
724,Germany,Male,31,160997.54,64831.36,0
779,Germany,Female,37,128389.63,6589.16,1
638,Spain,Male,35,0,165370.66,0
610,Spain,Female,50,130554.51,184758.17,1
646,Germany,Female,57,90212,13911.27,1
628,France,Female,29,71996.29,34857.46,0
528,France,Female,32,85615.66,156192.43,0
432,France,Female,27,62339.81,53874.67,0
622,Spain,Female,47,142319.03,100183.05,0
721,France,Male,54,0,4493.12,0
614,Spain,Male,36,0,130610.78,0
634,France,Female,24,87413.19,63340.65,0
742,France,Female,29,0,180066.59,0
516,France,Female,45,0,95273.73,1
718,France,Male,35,97560.16,53511.74,0
636,Germany,Male,30,141787.31,109685.61,0
691,Spain,Male,36,129934.64,75664.56,1
698,France,Female,37,166178.02,71972.95,0
712,Spain,Female,39,163097.55,23702.42,0
659,France,Male,20,0,112572.02,0
573,Spain,Male,44,0,62424.46,0
778,Germany,Female,35,151958.19,131238.37,1
732,France,Male,46,0,184350.78,0
550,Germany,Male,33,118400.91,13999.64,1
790,Spain,Male,20,0,168152.76,0
665,Germany,Female,43,116322.27,35640.12,1
728,Spain,Female,43,0,120088.17,0
645,Spain,Female,29,0,74346.11,0
647,Germany,Male,30,143138.91,2955.46,0
596,Spain,Male,32,0,146504.35,0
610,France,Male,40,0,149602.54,0
512,France,Male,36,129804.17,53020.9,0
768,Germany,Male,37,108308.11,41788.25,1
666,Germany,Male,30,110153.27,74849.46,0
700,Germany,Female,30,116377.48,134417.31,0
651,Germany,Female,37,117791.06,75837.58,0
542,Spain,Female,26,0,54869.54,0
686,France,Female,35,105419.73,35356.46,0
850,Germany,Female,47,99219.47,122141.13,0
658,Germany,Female,55,119327.93,119439.66,0
448,France,Female,36,83947.12,81999.53,0
609,Spain,Male,32,99883.16,120594.85,0
704,France,Male,50,165438.26,120770.75,1
698,France,Male,31,156111.24,134790.74,0
759,France,Male,44,111095.58,100137.7,0
677,France,Female,56,119963.45,158325.87,1
544,Spain,Male,22,0,70007.67,0
567,Spain,Male,35,153137.74,88659.07,0
490,Spain,Male,40,156111.08,190889.13,0
626,France,Male,34,113014.7,56646.28,0
718,Germany,Male,43,132615.73,32999.1,0
616,France,Male,44,102016.38,178235.37,1
772,France,Female,35,0,25448.31,0
561,France,Male,32,0,84871.99,0
814,France,Male,49,0,157822.54,0
651,France,Female,56,0,84383.22,1
538,Germany,Female,42,80380.24,119216.46,0
600,France,Female,26,108909.12,82547.01,0
654,France,Female,35,90865.8,86764.46,0
622,France,Male,40,99799.76,197372.13,0
682,France,Male,28,200724.96,82872.64,1
610,Spain,Female,37,140363.95,129563.86,0
795,France,Female,36,151844.64,135388.89,0
557,France,Female,27,0,4497.55,0
824,Germany,Male,49,133231.48,67885.37,0
698,France,Male,27,0,111471.55,0
630,France,Female,36,126598.99,134407.93,0
609,Germany,Female,71,113317.1,108258.22,1
694,France,Male,47,0,197528.62,0
681,France,Female,58,93173.88,139761.25,0
721,Spain,Female,32,0,136119.96,1
563,Germany,Male,44,105007.31,197812.16,0
654,Spain,Female,32,0,51972.92,1
659,Spain,Male,27,0,99341.87,0
674,Germany,Female,44,131593.85,171345.02,1
576,Germany,Male,44,119530.52,119056.68,1
566,Germany,Male,54,118614.6,172601.62,0
545,Germany,Male,37,95829.13,104936.88,0
798,France,Male,36,0,159044.1,0
757,France,Male,38,0,83263.06,0
641,France,Male,50,153590.73,130910.78,0
718,France,Male,29,0,126336.72,0
699,France,Male,64,113109.52,27980.8,1
623,France,Female,35,130557.24,47880.71,0
644,France,Male,40,93183.19,73882.49,0
586,France,Male,58,151933.63,162960.05,1
500,Germany,Male,30,125495.64,68807.47,0
583,France,Female,42,0,144039.05,0
595,Germany,Female,26,118547.72,151192.18,0
670,Spain,Male,43,97792.21,120225.62,0
610,France,Male,41,0,56118.81,1
814,Spain,Female,72,0,130853.03,0
660,France,Female,40,167181.01,185156.94,0
580,Germany,Male,35,121355.19,35671.45,0
850,France,Female,81,0,59568.24,0
676,Spain,Male,35,0,139911.58,0
578,France,Male,46,113226.47,56770.76,0
579,France,Female,33,118392.75,157564.75,0
711,Germany,Female,52,145262.54,131473.31,0
692,France,Male,40,163505.16,90424.09,0
760,Spain,Female,33,118114.28,156660.21,0
630,Germany,Female,51,108449.23,88372.69,1
808,France,Male,32,0,46200.71,0
611,Germany,Female,36,103294.56,160548.12,0
697,France,Female,42,0,1262.83,1
655,France,Female,38,0,188639.28,0
601,Spain,Male,28,0,14665.28,0
755,France,Male,42,119919.12,156868.21,0
553,France,Male,37,0,30461.55,0
723,France,Male,28,0,123885.88,0
507,Spain,Female,34,0,60688.38,0
777,France,Male,43,0,21785.91,0
566,France,Male,34,0,188135.69,0
732,France,Male,26,0,154364.66,0
697,France,Female,42,0,61312.15,0
555,France,Male,29,128744.04,47454.93,0
584,Germany,Female,62,137727.34,121102.9,0
705,Germany,Female,44,106731.58,137419.87,1
688,France,Female,38,123544.21,157664.02,0
626,France,Female,37,133968.96,148689.65,0
636,Spain,Male,76,126534.6,39789.62,0
719,Spain,Female,35,0,165162.4,0
706,Spain,Male,30,87609.68,137674.55,1
731,Spain,Male,41,0,101371.72,0
738,Spain,Male,49,0,65066.48,1
426,France,Male,34,0,107876.91,0
622,Spain,Female,36,108960,111180.3,1
701,Spain,Female,30,0,115650.63,0
512,France,Male,51,144953.31,165035.17,0
635,France,Male,41,103544.88,193746.55,0
685,France,Male,33,0,58458.26,0
609,France,Male,53,0,52332.85,0
598,Germany,Male,38,101487.18,75959.1,1
708,France,Male,52,105355.81,123.07,1
574,Spain,Male,36,77967.5,167066.95,1
629,France,Male,44,0,117572.59,1
422,Spain,Female,54,0,7166.71,0
656,Spain,Male,28,120047.77,137173.39,0
697,France,Male,32,175464.85,116442.42,1
718,France,Male,52,79475.3,32421.32,1
586,Germany,Male,37,167735.69,104665.79,0
481,Spain,Female,37,0,44215.86,0
749,France,Female,33,74385.98,20164.47,0
561,Germany,Male,49,94754,26691.31,0
676,Spain,Male,27,0,107955.67,0
615,Germany,Male,43,86920.86,150048.37,0
582,France,Female,39,132077.48,192255.15,0
601,France,Male,40,127847.86,173245.68,0
708,France,Male,34,0,121457.88,1
708,Germany,Male,42,176702.36,104804.74,0
797,Germany,Female,33,83555.58,69767.14,0
682,France,Male,26,0,178373.43,0
694,Spain,Female,39,0,99924.04,0
490,France,Female,40,0,49594.19,1
828,Spain,Male,42,0,186071.14,0
594,Spain,Female,38,96858.35,77511.45,0
579,Spain,Male,33,0,54816.57,0
723,France,Female,35,0,61290.99,0
619,Germany,Female,42,132796.04,191821.35,1
794,Spain,Female,30,154970.54,156768.45,0
674,Germany,Male,44,88902.21,73731.32,0
418,France,Male,28,98738.92,122190.22,0
502,France,Male,33,0,123509.01,0
678,France,Female,50,0,8199.5,0
599,Germany,Male,40,137456.28,14113.11,0
736,France,Male,29,0,51705.01,0
430,France,Female,60,73937.02,161937.62,1
537,France,Female,45,158621.04,120892.96,1
683,Spain,Male,30,113257.2,65035.02,0
828,France,Male,31,0,164257.37,0
691,France,Female,29,116536.43,51987.99,0
608,Spain,Female,28,0,10899.63,1
691,France,Female,60,101070.69,177355.8,1
718,Spain,Male,39,0,63889.1,0
680,Germany,Female,31,127331.46,176433.6,0
838,Spain,Female,41,0,81313.51,0
695,Spain,Female,31,0,13998.88,0
681,France,Male,46,105969.42,5771.56,0
762,France,Male,36,119547.46,42693.65,0
751,Spain,Male,38,0,90839.61,0
678,Spain,Male,28,138668.18,54144.01,0
634,France,Female,37,51582.5,184312.88,0
749,France,Male,37,0,20306.79,0
590,Spain,Male,37,169902.92,128256.18,0
610,France,Female,27,87262.4,182720.07,0
502,France,Male,33,0,4082.52,0
578,France,Female,40,0,102233.73,0
547,France,Female,32,0,132002.83,0
579,France,Female,27,0,126838.7,0
661,France,Male,39,0,181461.46,0
794,France,Male,46,0,195325.74,0
719,France,Male,61,0,29132.43,0
728,France,Female,69,0,131804.86,0
598,Germany,Male,19,150348.37,173784.04,0
822,Germany,Female,46,115074.02,26249.86,0
670,Spain,Female,40,0,182650.15,0
850,France,Male,28,99986.98,196582.55,0
723,Germany,Female,68,110357,141977.54,1
705,Germany,Male,42,166685.92,55313.51,0
677,Spain,Male,40,95312.8,62944.75,0
736,France,Male,43,202443.47,72375.03,0
661,Germany,Female,47,109493.62,188324.01,1
501,Germany,Male,38,88977.39,133403.07,0
516,France,Female,29,104982.57,157378.5,0
517,Germany,Female,59,154110.99,101240.08,1
766,France,Male,32,185714.28,102502.5,0
520,Germany,Female,23,116022.53,37577.66,0
541,France,Male,46,0,83456.67,0
790,Germany,Female,34,164011.48,199420.41,0
797,France,Male,31,0,24748.89,0
811,France,Male,40,101514.89,121765,0
722,Spain,Female,32,0,113666.48,0
675,France,Male,28,0,134110.93,0
660,Germany,Male,39,134599.33,183095.87,0
566,Spain,Male,32,147511.26,159891.03,0
768,France,Male,25,78396.08,8316.19,0
610,Spain,Female,31,0,63736.36,0
715,France,Female,31,110581.29,94715.24,0
750,Germany,Male,42,151836.36,68695.38,0
431,Germany,Male,45,83624.55,36899.62,0
704,France,Male,24,148197.15,182775.08,0
535,Spain,Female,30,122924.75,62390.59,1
614,France,Female,38,72594,76042.48,0
748,France,Male,38,115221.36,70956.75,0
492,Germany,Male,51,117808.74,67311.12,0
573,France,Male,40,147754.68,110454.46,0
706,Spain,Female,53,0,88479.02,1
680,France,Male,31,113292.17,122639.73,0
458,Spain,Male,36,0,79723.78,0
612,Germany,Male,44,115163.38,97677.52,1
809,Germany,Male,50,118098.62,100720.02,1
590,France,Male,39,0,104730.52,0
602,France,Male,35,0,22499.29,0
540,Spain,Male,37,120825.7,28257.89,0
494,France,Male,25,0,109988.09,0
797,France,Male,29,0,149991.32,0
526,Germany,Male,61,133845.28,45180.8,0
631,Spain,Male,38,0,181605.85,0
576,France,Female,29,108541.04,126469.09,0
405,France,Male,39,0,160810.85,1
555,France,Male,30,0,88146.86,0
750,Spain,Female,37,113817.06,88333.74,0
665,France,Male,28,137300.23,90174.83,0
640,Spain,Male,37,158024.38,81298.09,0
457,France,Female,33,127837.54,60013.17,0
695,France,Male,36,161533,100940.91,0
645,France,Male,31,161171.7,12599.94,1
647,Spain,Male,32,80958.36,128590.73,0
808,Spain,Male,25,0,23180.37,0
641,France,Male,33,146193.6,55796.83,1
700,Spain,Male,29,0,152097.02,0
660,Germany,Male,26,115021.76,162443.05,0
615,Spain,Male,41,126773.43,55551.26,0
705,Germany,Female,40,92889.91,109496.69,0
718,France,Male,48,0,72105.63,0
754,France,Male,61,146622.35,41815.22,1
713,Germany,Male,45,131038.14,74005.04,1
587,France,Female,46,88820.29,70224.34,0
569,Spain,Male,31,115406.97,145528.22,0
568,France,Female,38,132951.92,124486.28,0
634,Germany,Male,74,108891.7,10078.02,0
770,Germany,Female,46,141788.63,164967.21,0
676,Spain,Female,64,116954.32,91149.48,0
723,Germany,Female,47,90450,103379.31,1
614,Germany,Female,39,125997.22,128049.34,1
601,Spain,Female,41,0,54342.83,0
592,France,Male,60,0,13614.01,1
605,Spain,Female,36,0,35521.63,0
752,Spain,Female,31,144637.86,40496.72,0
677,France,Female,29,86616.35,91903.9,1
850,France,Male,31,0,178667.7,0
608,Germany,Female,48,127924.25,32202.61,0
786,Spain,Female,34,0,117034.32,0
777,France,Female,29,131240.61,163746.09,1
667,Spain,Male,31,0,20346.69,0
848,Spain,Male,35,120046.74,84710.65,0
486,France,Female,39,97819.36,120531.31,0
598,Spain,Female,64,62979.93,152273.57,0
506,France,Female,40,0,144345.58,0
612,Germany,Male,46,161450.03,96961,1
545,France,Male,30,0,170307.43,0
793,France,Male,56,119496.25,29880.99,0
682,France,Female,30,0,195104.91,0
517,France,Male,62,43772.66,187756.24,1
684,France,Male,32,100249.41,67599.69,0
692,Spain,Male,46,0,105983.09,0
740,France,Female,60,108028.08,25980.42,1
666,Germany,Male,71,53013.29,112222.64,0
693,France,Male,68,0,59864.96,0
757,Germany,Male,33,122088.67,42581.09,0
684,Germany,Male,18,90544,4777.23,0
691,Spain,Male,35,0,178038.17,0
842,France,Male,44,141252.18,128521.16,1
482,France,Female,35,147813.05,109029.72,0
735,France,Male,55,134140.68,2267.88,0
681,France,Female,63,0,55054.48,0
616,France,Female,31,0,76456.17,0
850,France,Female,35,128548.49,75478.95,1
635,France,Male,43,122198.21,179144.54,0
638,Germany,Male,42,145177.84,193471.74,1
820,Spain,Female,31,94222.53,103570.8,0
694,Germany,Female,58,143212.22,102628.56,1
713,France,Male,41,0,55772.04,0
543,Germany,Male,41,143350.41,192070.16,1
649,France,Female,41,130931.83,144808.37,0
777,France,Female,30,137851.31,5008.23,1
561,France,Male,33,0,173680.39,0
724,Spain,Male,41,0,115753.94,0
665,Spain,Female,51,0,38928.48,1
441,France,Male,60,140614.15,174381.23,0
579,Spain,Male,22,118680.57,49829.8,0
777,Germany,Male,35,122917.69,76169.68,0
739,France,Female,36,0,133465.57,0
660,France,Male,40,131754.11,38761.61,0
554,France,Female,35,0,176779.46,0
850,France,Female,24,0,13159.9,0
842,Germany,Female,35,119948.09,48217.97,1
785,France,Female,38,0,134964.85,1
550,France,Male,25,0,184221.11,0
750,Spain,Female,39,0,19264.33,0
490,Spain,Female,38,97266.1,92797.23,0
605,Germany,Male,28,113690.83,33114.24,0
563,Spain,Female,42,99056.22,154347.95,1
675,France,Male,34,0,184842.21,0
621,Spain,Female,36,116338.68,155743.48,0
850,France,Male,40,97339.99,88815.25,0
711,France,Male,41,0,193747.57,0
549,Germany,Female,55,137592.31,116548.02,1
764,Germany,Male,34,108760.27,166324.79,1
627,Germany,Male,30,128770.88,40199.01,0
850,France,Female,34,0,51919.04,0
614,Spain,Female,36,44054.84,73329.08,0
685,Germany,Female,44,119657.53,145387.05,1
683,Germany,Female,49,108797.63,140763.18,0
643,Spain,Male,35,0,67979.35,0
561,Germany,Female,49,102025.32,133051.64,1
601,Spain,Female,20,122446.61,86791.9,0
766,France,Female,27,158786.67,47579.25,0
699,France,Male,29,125689.29,151623.71,0
850,Germany,Male,29,154640.41,164039.51,0
792,Germany,Female,50,146710.76,16528.4,1
636,Germany,Male,67,136709.35,66753.1,1
850,Germany,Male,43,129305.09,19244.58,0
628,Spain,Male,40,0,103832.58,0
736,France,Female,63,0,502.7,0
711,France,Female,21,82844.33,1408.68,0
583,Spain,Female,22,0,5985.36,0
757,France,Male,46,0,37460.05,0
749,Germany,Female,33,76692.22,30396.43,0
705,France,Male,34,117715.84,2498.67,0
585,France,Male,54,87105.32,55346.14,0
437,France,Female,43,0,148330.97,1
741,France,Female,64,69311.16,59237.72,0
738,France,Male,26,0,48644.94,0
586,Spain,Female,33,66948.67,140759.03,0
627,France,Female,57,0,107712.42,0
551,Spain,Male,76,128410.71,181718.73,0
606,Germany,Male,38,99897.53,37054.65,0
674,France,Male,22,0,173940.59,0
584,Germany,Female,31,152622.34,99298.8,0
590,France,Male,40,0,62933.03,0
585,France,Male,56,138227.19,55287.84,0
508,France,Female,25,111395.53,48197.06,0
458,Germany,Male,44,84386.57,178642.73,0
692,France,Female,36,0,8282.22,0
502,Germany,Male,33,174673.65,33300.56,0
518,France,Male,46,0,76515.79,0
660,Germany,Male,46,109019.65,33680.56,0
698,Germany,Female,52,107906.75,168886.39,1
678,France,Male,54,128914.97,191746.23,1
773,Spain,Male,63,111179.83,93091.02,0
619,Germany,Female,52,124099.13,23904.52,0
684,Germany,Male,59,122471.09,15807.07,0
635,France,Male,34,134692.4,83773.02,0
680,France,Female,25,123816.5,90162.35,0
608,Germany,Male,34,106288.54,36639.25,0
603,Germany,Female,55,127723.25,139469.11,1
579,Spain,Male,43,145843.82,198402.37,1
756,Germany,Female,34,148200.72,194584.48,0
611,France,Male,30,104145.65,159629.64,0
532,Germany,Male,24,142755.25,34231.48,0
684,Germany,Female,63,81245.79,69643.31,1
647,Germany,Female,33,168560.46,90270.16,0
583,France,Male,38,0,47848.56,0
774,Germany,Male,42,132193.94,162865.52,0
677,France,Male,58,0,168650.4,0
542,Germany,Male,25,139330.1,54372.37,0
613,Spain,Male,29,0,133897.32,0
666,France,Male,40,0,147878.05,0
777,France,Female,28,134571.5,118313.38,0
581,Germany,Male,50,143829.2,181224.24,1
705,France,Male,32,0,7921.57,0
673,France,Female,44,133444.97,5708.19,0
594,Germany,Female,23,104753.84,56756.52,1
648,Germany,Female,51,116574.84,4121.04,1
605,France,Male,41,0,97213.09,0
734,France,Female,40,176914.8,12799.23,0
572,France,Female,36,68348.18,50400.32,0
595,France,Female,33,0,41447.86,0
749,France,Male,42,56726.83,185543.35,0
573,Spain,Male,46,65269.23,189988.65,1
624,Spain,Male,33,66220.17,170819.01,0
703,France,Male,56,0,85547.33,1
665,France,Female,41,96147.55,137037.97,0
648,France,Male,42,0,19283.14,0
850,Spain,Male,48,0,169425.3,1
569,Germany,Female,32,145330.43,132038.65,0
566,France,Female,21,0,3626.47,0
537,Germany,Female,47,124192.28,50881.51,0
706,Germany,Female,46,111288.18,149170.25,1
734,France,Male,43,107805.67,182505.68,0
586,Germany,Female,36,103700.69,194072.56,1
612,France,Female,38,0,9209.21,0
648,France,Male,34,0,167931.81,0
557,France,Female,27,87739.08,123096.56,0
643,Spain,Female,20,133313.34,3965.69,0
433,France,Female,49,0,87711.61,0
643,Germany,Male,41,154902.66,49667.28,0
488,France,Female,36,0,136675.22,0
758,Germany,Male,68,112595.85,35865.44,1
743,Germany,Male,39,119695.75,26136.13,0
730,France,Female,47,0,33373.26,1
746,Spain,Male,49,0,10096.25,0
666,Germany,Female,59,152614.51,188782.3,0
580,Germany,Female,33,131647.01,79775.19,0
850,France,Male,27,96654.72,152740.16,0
563,France,Male,22,137583.04,5791.85,0
766,Germany,Female,28,62717.84,13182.43,0
659,France,Male,32,95377.13,187551.24,0
607,Spain,Male,28,135936.1,110560.14,0
644,Germany,Male,35,161591.11,63795.62,0
746,France,Male,47,142382.03,62086.62,0
588,Spain,Male,33,0,12483.56,0
691,Spain,Male,30,0,10963.04,0
666,France,Female,38,127043.09,8247,0
640,Spain,Female,46,0,156260.08,0
611,Germany,Female,29,78885.88,26927.69,0
651,Spain,Female,45,95922.9,84782.42,1
529,France,Female,29,0,19842.11,0
676,France,Female,36,91711.59,95393.43,0
639,Germany,Female,46,110031.09,133995.59,0
782,France,Male,36,81210.72,108003.38,0
641,Germany,Male,32,122947.92,99154.86,0
697,France,Female,38,182065.85,49503.5,0
623,France,Male,45,0,196533.72,1
494,Spain,Female,41,69974.66,188426.13,1
731,France,Female,38,123711.73,171340.68,1
657,France,Male,44,76495.04,79071.89,0
744,France,Female,38,0,20940.76,0
774,Spain,Male,46,0,34774.26,0
850,Germany,Female,45,121874.89,6865.41,1
551,France,Female,45,0,51143.43,0
638,France,Male,36,188455.19,47031.4,1
792,France,Female,42,99045.93,47160.01,0
666,France,Female,36,0,158666.99,0
716,Germany,Female,30,205770.78,65464.66,0
594,France,Female,31,79340.95,78255.86,0
600,Germany,Male,57,138456.03,103548.25,0
565,France,Male,49,0,89609.26,0
678,Germany,Male,48,101099.9,193476.04,0
648,Spain,Female,31,0,5199.02,0
642,France,Male,40,109219.83,52827.51,0
706,Germany,Male,67,123276.69,86507.88,1
668,Spain,Male,43,113034.31,100423.88,0
635,Spain,Male,41,0,175611.5,0
603,Spain,Male,30,129548.5,19282.85,0
635,France,Female,72,74812.84,27448.33,0
642,France,Female,40,0,183963.34,0
785,Spain,Female,54,0,45113.92,1
628,Germany,Female,28,153538.13,110776.01,0
499,France,Female,38,0,183042.2,0
567,Spain,Male,34,0,161571.79,0
449,Spain,Male,32,155619.36,166692.03,0
701,Spain,Male,35,159693.9,71173.64,0
613,Spain,Male,37,171653.17,5353.12,0
683,Germany,Female,39,47685.47,86019.48,0
581,France,Male,35,0,86383.82,0
620,France,Male,61,0,31641.52,1
561,Spain,Male,28,123692,70548.96,0
558,Germany,Male,26,148853.29,24411.02,0
642,France,Male,35,133161.95,122254.86,0
805,Germany,Male,24,143221.35,186035.72,0
687,France,Male,35,0,73133.82,0
695,Spain,Male,56,0,187734.49,1
562,France,Male,33,0,111590.35,0
613,Germany,Male,38,126265.88,15859.95,0
589,France,Male,37,0,61324.87,0
593,Spain,Male,31,112713.34,176868.89,0
714,France,Male,34,141173.03,98896.06,0
588,Spain,Female,35,0,108739.15,0
679,Spain,Male,39,0,12266.06,0
730,Spain,Male,38,118866.36,163317.5,0
833,France,Male,47,0,182247.77,0
586,Spain,Female,33,0,168261.4,0
567,Spain,Female,54,92316.31,158590.66,1
637,Germany,Male,30,122185.53,102566.46,1
711,France,Male,38,123345.85,141827.83,0
828,France,Male,30,73070.18,161671.15,0
500,Spain,Male,38,0,192013.23,0
807,France,Male,47,95120.59,127875.1,0
850,France,Male,40,102800.65,60811.56,0
782,France,Female,70,97072.42,131177.22,0
629,Spain,Male,31,132876.55,130862.11,0
582,Spain,Male,33,0,72970.93,0
468,France,Male,22,0,28123.99,0
670,France,Male,36,0,140754.19,1
805,France,Male,39,0,166650.32,0
720,France,Male,26,51962.91,45507.24,0
781,Spain,Female,29,98759.89,112202.64,0
592,Germany,Male,33,156570.86,37140.2,0
542,France,Female,42,0,178256.58,1
532,France,Male,42,159024.71,100982.93,1
520,France,Female,39,73493.17,109626.13,1
759,France,Female,45,0,99251.24,0
473,France,Female,35,69617.36,143345.69,0
639,Spain,Female,35,136526.26,59653.03,0
705,France,Male,25,113736.27,196864.61,0
530,France,Male,52,106723.28,109960.4,1
516,Germany,Female,33,138847.9,127256.7,0
850,France,Female,40,0,1099.95,0
746,Germany,Female,33,107868.14,146192.4,0
622,Germany,Male,33,96926.12,48553.77,0
743,France,Male,30,77599.23,144407.1,0
732,Germany,Male,38,178787.54,195760.53,0
850,France,Male,81,0,44827.47,0
850,Germany,Female,34,129668.43,88743.99,0
686,France,Male,34,146178.13,88837.11,0
556,France,Female,40,0,62112.7,0
673,France,Male,37,0,163563.07,0
809,France,Female,38,154763.21,174800.31,0
634,Germany,Female,56,116251.24,42429.88,1
630,France,Male,37,0,82647.65,0
564,Germany,Female,30,100954.88,134175.15,0
625,France,Female,51,124620.01,92243.94,1
677,Spain,Female,34,0,6175.53,0
583,France,Male,40,112701.04,29213.63,0
592,Spain,Male,45,84692.5,67214.02,0
637,Germany,Male,49,108204.52,169037.84,1
850,France,Male,30,86449.39,188809.23,0
633,Spain,Male,42,0,79408.17,0
751,Germany,Male,36,73194.99,89222.66,0
592,Germany,Male,31,124593.23,86079.67,0
716,Germany,Male,50,119655.77,12944.17,1
641,Germany,Male,42,121765.37,166516.84,0
849,France,Male,35,110837.73,126419.8,0
647,Spain,Male,47,99835.17,89103.05,0
608,Germany,Female,30,91057.37,132973.17,0
555,France,Female,26,0,93122.41,0
497,Spain,Male,27,149400.27,167522.19,0
599,Germany,Male,38,89111.63,157239.6,0
545,Germany,Male,33,132527.9,107429.71,0
774,France,Female,36,114997.42,75304.09,0
464,France,Male,46,161798.53,182944.47,0
696,Germany,Female,27,96129.32,5983.7,0
667,Spain,Male,45,0,163655.01,0
812,France,Male,32,133050.97,89385.92,0
516,France,Male,51,120124.35,168773.54,0
645,France,Male,39,0,96864.36,0
664,Spain,Male,32,133705.74,134455.84,0
427,Spain,Female,39,0,28368.37,0
685,France,Female,40,0,103898.59,0
585,France,Female,33,152805.05,63239.65,0
519,Germany,Female,21,151701.45,170138.68,1
708,France,Female,67,0,3837.08,0
717,France,Female,22,112465.06,92977.75,0
465,Germany,Male,24,156007.09,191368.37,0
829,Germany,Male,28,132405.52,104889.2,1
826,France,Male,26,142662.68,60285.3,0
747,Germany,Male,36,102603.3,180693.61,0
707,Spain,Male,32,0,126475.79,0
590,Spain,Male,37,0,133535.99,0
603,Spain,Male,57,105000.85,87412.24,1
615,France,Male,45,0,164886.64,0
634,France,Female,36,69518.95,116238.39,0
716,Germany,Male,41,126145.54,138051.19,0
647,France,Male,41,138937.35,101617.64,1
591,Germany,Female,44,113581.98,1985.41,0
574,France,Male,34,112572.39,165626.6,0
467,Germany,Male,51,114514.71,177784.68,1
701,France,Female,35,0,65765.22,0
747,France,Female,34,0,50759.8,0
650,France,Male,32,84906.45,163216.48,0
731,Spain,Female,39,126816.18,74850.93,0
638,Germany,Female,26,105249.76,23491.09,0
569,Spain,Male,41,0,134272.57,0
459,Germany,Male,50,109387.9,155721.15,0
632,Germany,Male,23,122478.51,147230.77,1
683,France,Female,73,137732.23,133210.44,0
850,France,Female,46,157866.77,18986.12,0
512,France,Female,41,0,100507.81,0
616,France,Female,31,136789.14,59346.4,1
664,France,Male,36,0,95372.64,0
694,France,Male,30,144684.03,31805.49,0
655,France,Male,24,107065.31,51959.82,0
607,France,Female,33,91301.72,130824.57,0
684,Spain,Male,39,207034.96,157694.76,1
763,Spain,Male,37,0,933.38,0
671,Spain,Male,50,0,2560.11,0
592,Spain,Male,38,0,12905.89,1
666,Spain,Female,36,0,176692.87,0
667,France,Male,34,0,102908.63,0
850,Spain,Male,36,0,41291.05,0
622,Spain,Male,42,0,119127.06,0
577,France,Female,30,92472.1,126434.61,0
555,Spain,Male,21,0,103901.35,0
547,France,Male,62,127738.75,85153,0
613,Germany,Female,50,101242.98,12493.61,0
672,France,Female,43,92599.55,167336.78,0
624,Spain,Female,36,0,186180.42,0
698,Spain,Female,50,0,88566.9,1
606,France,Male,37,82373.94,172526.9,1
720,Spain,Male,31,141356.47,137985.69,0
835,France,Male,23,0,19793.73,1
771,Spain,Female,47,72664,107874.39,0
811,France,Female,47,123365.34,171995.34,0
734,Germany,Male,33,121898.58,61829.89,0
548,Spain,Male,33,0,31728.35,0
652,France,Female,31,103696.97,155221.05,1
707,France,Male,33,0,130866.95,0
605,Germany,Female,56,74129.18,62199.78,1
623,France,Female,34,0,24255.21,0
686,Germany,Male,29,185379.02,64679.07,0
525,Germany,Female,47,118087.68,88120.78,1
657,Spain,Male,41,109402.13,66463.62,0
730,Germany,Female,33,130367.87,15142.1,1
816,Germany,Female,34,108410.87,102908.91,0
484,France,Female,50,90408.16,48170.57,0
728,France,Female,34,90425.15,11597.69,0
730,Spain,Female,39,140094.59,172450.04,1
477,Spain,Male,31,0,184061.17,0
663,Germany,Female,46,95439.4,21038.58,1
549,Germany,Male,34,204017.4,109538.35,0
714,Spain,Male,29,0,129192.55,0
430,Germany,Male,49,137115.16,146516.86,1
504,Germany,Male,43,134740.19,181430.91,0
530,France,Female,29,0,121451.21,0
619,Germany,Male,29,98955.87,131712.51,0
617,Germany,Male,44,49157.09,53294.17,0
791,Germany,Male,31,130240.33,96546.55,0
609,France,Male,48,108019.27,184524.65,1
780,Germany,Male,51,126725.25,195259.31,1
777,Germany,Female,34,96693.66,172618.52,0
817,Germany,Female,27,129810.6,59259.44,0
850,France,Male,58,156652.13,25899.21,1
732,France,Female,36,0,3749,1
693,France,Male,40,130661.96,101918.96,0
576,France,Female,50,0,57802.62,0
643,France,Male,37,0,142454.77,0
757,France,Male,47,130747.1,143829.54,0
569,Germany,Male,30,106629.49,44114.88,0
772,Spain,Male,36,112029.83,186948.35,0
576,Germany,Male,29,130575.26,173629.78,0
608,Germany,Male,28,96679.71,49133.45,0
794,France,Male,33,0,178122.71,0
593,France,Male,50,171740.69,20893.61,0
597,Spain,Male,38,0,41303.29,0
